dim,chi2
27363,0.8851533712653816
10732,0.885150541247721
19276,0.8849583720668112
19478,0.8849583720668112
14726,0.8849193276462366
15509,0.8845815823744193
28114,0.8842388867479222
19158,0.8842311456188474
19057,0.8842311456188474
2421,0.8839751851826232
2771,0.8831914891235879
1171,0.8831693260728883
11853,0.8830332513547043
1100,0.8824694901438405
687,0.8821403670892541
21627,0.8819591582607651
21121,0.8819591582607651
17954,0.8818522782866021
18819,0.8818522782866021
1090,0.8816556140277811
4189,0.8808932656008741
19818,0.8808327413884595
20121,0.8808327413884595
2671,0.8806393720442937
4096,0.8804569255796231
3084,0.8804569255796231
1175,0.880190515920148
2674,0.8801234389712311
16603,0.8799334403726166
6158,0.8784842156058532
1044,0.8781589552895334
9285,0.8781510903650611
2406,0.8781358687946859
13173,0.8770851204710626
12263,0.8770851204710626
16550,0.8767168072938122
3610,0.8760426599776396
4620,0.8760426599776396
2375,0.874945297159393
1813,0.8748222763670399
11035,0.8747854710144932
21119,0.8747426271682206
21625,0.8747426271682206
13168,0.8741999418969926
12258,0.8741999418969926
11846,0.8739698789012799
12800,0.873951906641123
15820,0.8735288864682274
16725,0.873348773353253
15127,0.8727234323885849
6539,0.8724610339561725
10346,0.8712577849446737
12376,0.8706911015837586
20500,0.8704712995100208
20906,0.8704712995100208
881,0.870229236980986
19454,0.8698877005826977
19263,0.8698877005826977
3741,0.8697675666175411
9655,0.8694110569961707
4732,0.869336325296955
23478,0.8692985168952672
24151,0.8692985168952672
10734,0.8688725888806303
11518,0.8686744148972224
1051,0.8682627281414916
13724,0.8678573596332122
10747,0.8672620670178652
9955,0.8664535263056484
2507,0.8659543009318732
5073,0.8658472581823701
5264,0.8658472581823701
2197,0.8657802961523656
16820,0.8656712200566203
2639,0.8653208324960557
24930,0.8652094948649071
25692,0.8652094948649071
11498,0.8650618477877964
16697,0.8649615748683381
10737,0.8645089198844436
9284,0.8641630238752773
739,0.8639737065250558
21377,0.8639265280642663
21884,0.8639265280642663
16843,0.8635925642206296
2079,0.8634119864254126
1170,0.8634034217438751
24821,0.8633657688344891
25629,0.8633657688344891
23068,0.8629790842978242
22461,0.8629790842978242
1095,0.8627962951060073
19821,0.8625430846301121
20124,0.8625430846301121
13176,0.8617934181104376
2002,0.8615267466877516
18817,0.8603922762530571
17805,0.8603922762530571
1939,0.8598649670451741
15854,0.8591578023199845
1265,0.8589409816413454
425,0.8587873812321819
10263,0.8584411281619357
9554,0.8584411281619357
4184,0.8584348156389259
3215,0.8584348156389259
27357,0.8583495260829074
26447,0.8583495260829074
16801,0.8582659358062003
2651,0.8577788237519791
24815,0.8576989055578175
25623,0.8576989055578175
7972,0.8565301025401529
8576,0.8565301025401529
6997,0.8565086339017048
1609,0.8562349423474436
14412,0.8561724786574131
9295,0.855355250863872
11443,0.8551006644649455
13622,0.8550389624815218
12718,0.8550389624815218
13916,0.8544445314033667
2427,0.8542095556783231
87,0.854156127075842
189,0.854156127075842
286,0.854156127075842
760,0.8539932642792003
9976,0.8538645423724782
15124,0.8537574080118082
12259,0.8536511258447368
13169,0.8536511258447368
4175,0.8534404360752474
3234,0.8533928182709555
7967,0.8533662824313164
8571,0.8533662824313164
1622,0.8533625721424687
684,0.8532200085969237
6157,0.8529369308447565
6538,0.8529369308447565
7239,0.8527828319520663
1165,0.8526729415549164
2665,0.8525843186983659
15116,0.8524070018220921
9626,0.8523693502981317
13258,0.8523636280834304
12381,0.8523636280834304
15090,0.8519180273678881
15356,0.8517927169372077
2649,0.8517176371898125
624,0.8514264198260242
28153,0.85098981111495
1972,0.850892242093404
6138,0.8506378329506761
1092,0.8505358142254259
611,0.8501692225180827
1096,0.8500997014910765
13252,0.8500362053152322
9909,0.8498371916578273
1167,0.8498132218872085
8622,0.8495628851656761
8047,0.8495628851656761
1738,0.8493245555005307
7481,0.8488182192864494
6999,0.8488182192864494
1172,0.848631665403542
15596,0.848440803525734
10735,0.84841299943289
11495,0.84841299943289
17953,0.8483194592756629
18818,0.8483194592756629
7753,0.8482703264337426
18284,0.8480285114244805
17270,0.8480285114244805
8044,0.8478789063428096
8618,0.8478789063428096
1817,0.8478719074919998
8326,0.8478554789767114
14905,0.8477278004258338
166,0.8473644386427505
64,0.8473644386427505
266,0.8473644386427505
6996,0.847356118133118
7475,0.847356118133118
2555,0.8462502773304686
10340,0.8456021418469661
23381,0.8452485756611307
24092,0.8452485756611307
7476,0.8450212138581435
81,0.8447496610725979
280,0.8447496610725979
183,0.8447496610725979
12375,0.8438836095818499
14127,0.8430897950454982
14243,0.8430897950454982
14007,0.8430897950454982
281,0.8429443021134371
82,0.8429443021134371
184,0.8429443021134371
2407,0.8429141899167532
4100,0.8428696896396994
3088,0.8428696896396994
5660,0.8425495172830982
15758,0.842529509859513
426,0.8424733002653192
6551,0.8422635840643962
19995,0.8417974740568672
19702,0.8417974740568672
240,0.8411592635170054
38,0.8411592635170054
140,0.8411592635170054
15092,0.8407556836052157
16197,0.8405699859295854
419,0.8387605899199405
11111,0.8384733260571352
1394,0.8381076314608449
24817,0.8378718764597359
25625,0.8378718764597359
4930,0.8378207065884542
1573,0.83755268578375
2633,0.8375331143688284
8054,0.8374882971792341
4832,0.8371735107889942
2089,0.8369241324721862
12721,0.8365381081894617
13625,0.8365381081894617
4819,0.8358746187649905
4922,0.8358746187649905
8624,0.8356585802342504
2257,0.8354179168210135
1777,0.8354179168210135
3223,0.8348229354650882
4195,0.8348229354650882
23748,0.8341738740392817
24457,0.8341738740392817
8639,0.8338308129257308
1354,0.8335597064279228
9197,0.8335147917903629
9908,0.8335147917903629
13729,0.8335071149537633
12837,0.8335071149537633
6714,0.8334002266073302
6308,0.8334002266073302
827,0.8333375877464175
8943,0.8329095841918259
11929,0.8328663547659765
1290,0.832613686588175
10738,0.8324389178266333
11499,0.8324389178266333
5150,0.8323504168805154
5351,0.8323504168805154
2402,0.8320087512091127
1672,0.831809708642571
5271,0.8314709352687799
1475,0.8314561183674757
5265,0.8311984306765613
5074,0.8311984306765613
1270,0.8311939354400955
5966,0.8310511081466507
8048,0.8302820522258039
15073,0.8302714085634222
16289,0.8302584989638446
15981,0.8302584989638446
25923,0.8301936868899872
25100,0.8301936868899872
1680,0.8298046190775632
26571,0.8296575716844788
27449,0.8296575716844788
20699,0.8295687794515757
20294,0.8295687794515757
22272,0.8295093333625497
22815,0.8295093333625497
11037,0.8287549783119053
11848,0.8287549783119053
19079,0.8287126957934499
19027,0.8287126957934499
25228,0.828049035658052
26039,0.828049035658052
12391,0.8279619585437188
22759,0.8277362472858457
22155,0.8277362472858457
15206,0.8273878641131251
1595,0.8270644993634796
4887,0.8268066632484865
4981,0.8268066632484865
20497,0.826338345328939
20903,0.826338345328939
5932,0.8257383971671133
5629,0.8257383971671133
15787,0.8252482603520406
3233,0.8250602360646032
2147,0.8249087129856603
4188,0.8246337286594997
3219,0.8246337286594997
18386,0.8245040762941805
17465,0.8245040762941805
4174,0.8243316990907554
2768,0.8240149688552175
3612,0.823643576546906
4622,0.823643576546906
13241,0.8231334094849946
3092,0.8228455720158976
4104,0.8228455720158976
15309,0.8220983746431239
10266,0.8219370718222903
9557,0.8219370718222903
495,0.8210592419446718
21672,0.8195046282800604
21221,0.8195046282800604
14621,0.8188281185951721
14687,0.8187505607942965
16956,0.8187485504502207
13246,0.8186590737452923
26913,0.8185468424354673
27818,0.8185468424354673
16814,0.818174566186588
6312,0.8181207269335691
6718,0.8181207269335691
16540,0.8180744932635288
434,0.8179417889118047
5064,0.8174284358553627
27367,0.8167532150566579
26611,0.8167532150566579
19171,0.8159449596954456
19077,0.8159449596954456
2659,0.8154822929508188
1103,0.8150159380133107
15315,0.8149210856580441
13240,0.8146400154420805
12390,0.8146400154420805
8052,0.8146321163160049
23071,0.814547050452906
22464,0.814547050452906
1091,0.8144631127015569
6163,0.8141621844635933
1059,0.8132019556954837
15831,0.8128345858241988
15603,0.8128345858241988
11502,0.8127736914029633
21301,0.8124222995730637
21813,0.8124222995730637
6934,0.8122696250892544
7441,0.8122696250892544
12393,0.8122240035422572
1272,0.8117635000267194
10740,0.811496709502035
22814,0.8112951429087913
22238,0.8112951429087913
1566,0.8112874692358547
40,0.811127644955087
142,0.811127644955087
242,0.811127644955087
1774,0.8110585448939838
6378,0.8105384946508014
1097,0.8104838769784459
1468,0.8093208472834388
21889,0.8092469860358951
21382,0.8092469860358951
14609,0.8086101310273914
11517,0.8074815446008415
19513,0.8069412462127001
19309,0.8069412462127001
19773,0.8065704288128328
20080,0.8065704288128328
1192,0.806286917648825
8635,0.8062121107104199
1854,0.8053034986412317
2221,0.8053034986412317
5375,0.8051808275557418
5043,0.8050762393536559
5247,0.8050762393536559
433,0.8050409750233587
19116,0.8048582178823506
19019,0.8048582178823506
2346,0.8046956950949016
16049,0.8045681608317048
8374,0.8041814474718387
5160,0.8035495599470126
6381,0.8034272282802389
8574,0.80314375124462
7970,0.80314375124462
423,0.803082636412756
15199,0.802791452465689
1322,0.8025193661283316
4199,0.8025005352092076
3226,0.8022755399201545
19339,0.8022716961837575
19540,0.8022716961837575
2095,0.8019811192584415
6552,0.8010879120918761
2076,0.8007031729953342
913,0.8006083802759334
5516,0.8004982415315842
22267,0.7995470809578092
22768,0.7995470809578092
8353,0.7995384692763057
1166,0.7994904546663453
882,0.7993412161395859
896,0.7991271842582996
5045,0.798808472760451
5249,0.798808472760451
10745,0.7971740217687862
742,0.797155258062462
9296,0.7968703086756944
9977,0.7963522379224747
4185,0.7962041454280749
3216,0.7962041454280749
1276,0.7960358253160996
5804,0.7959422133141852
5535,0.7959422133141852
8272,0.7953250707121149
8879,0.7953250707121149
13797,0.7952705203599344
6759,0.7952148503807323
6364,0.7951763841837431
6486,0.7950689903766782
23070,0.7949060845028451
22463,0.7949060845028451
4192,0.794845762116718
27819,0.7948099437202336
26914,0.7948099437202336
1288,0.7946628003997255
18812,0.7946121451789074
17800,0.7946121451789074
19020,0.7944431279096822
19117,0.7944431279096822
1178,0.7943330774876688
880,0.7943234454856964
22460,0.7941925048524383
23067,0.7941925048524383
3221,0.7940239807269509
9958,0.793977563029961
9287,0.793977563029961
20567,0.7938268214048172
20909,0.7938268214048172
15026,0.7938115606734903
8045,0.793541391787385
26450,0.7934228760480785
27360,0.7934228760480785
1937,0.7934203345299164
1768,0.7929970381832181
8949,0.7929675853698575
16835,0.792443505589773
7261,0.791824810729457
5784,0.7907422018752088
437,0.7906915229029046
16053,0.7900306976017608
15704,0.7900306976017608
7001,0.7899992639466215
13859,0.7899859502487468
6998,0.7884217969409967
7479,0.7884217969409967
19479,0.7883501722678956
19342,0.7883501722678956
14129,0.787837448985446
14245,0.787837448985446
14009,0.787837448985446
1771,0.7873922893330407
15074,0.7873419948710133
1168,0.7871135032695744
436,0.7868505572479545
6184,0.7867654935871046
6542,0.7867654935871046
6159,0.7867442531621694
6541,0.7867442531621694
15313,0.786701880996092
1093,0.7866204850375458
2643,0.7866112670380783
16659,0.7862866917291904
19169,0.7858843314951467
19061,0.7858843314951467
7758,0.7858101368241543
6762,0.7857931000004282
1117,0.7856736960047211
1727,0.7854060163268043
7695,0.7852299722658822
7188,0.7852299722658822
3231,0.7851743183461275
14728,0.7849607110148066
14429,0.7848921816527827
19880,0.7845638336123415
19722,0.7845638336123415
19264,0.7838329053761686
19455,0.7838329053761686
1964,0.7834850074367921
7407,0.7829764956474158
5076,0.7828061714937722
14617,0.7827331728178138
5477,0.7822377612897351
11433,0.7822361227146124
10625,0.7822361227146124
4980,0.7819553568115226
14299,0.7819066343417514
7975,0.781748315490461
8581,0.781748315490461
14727,0.7817162102500944
11514,0.7815846784816727
19364,0.7815773013283311
19577,0.7815773013283311
19664,0.7813857449654654
19969,0.7813857449654654
16685,0.7813029008337019
5813,0.7811377602478817
4888,0.7809795184127328
4872,0.7809184324662453
15305,0.7808317531277851
385,0.7806083210091241
428,0.7805572368591673
26878,0.7805507066460851
27759,0.7805507066460851
188,0.7803130893997563
86,0.7803130893997563
285,0.7803130893997563
25229,0.7799419887688219
26040,0.7799419887688219
14740,0.7796594974275415
1278,0.7796029843664053
14134,0.7793644108985741
14014,0.7793644108985741
14250,0.7793644108985741
185,0.7788905483357939
282,0.7788905483357939
83,0.7788905483357939
607,0.7788637686887538
23750,0.7786102222880544
24459,0.7786102222880544
18392,0.7783334594852742
17469,0.7783334594852742
2626,0.7781801699521681
11447,0.7781492770520051
2667,0.7779257130701014
1807,0.777605683003174
5633,0.7773586628759644
5936,0.7773586628759644
13913,0.7770890123578332
2635,0.7767357009647391
15117,0.7767268924390411
1578,0.7761874035494061
2046,0.7755862219243685
19854,0.775299018313026
20176,0.775299018313026
15349,0.7751764190338166
4730,0.7750498533816547
2434,0.7748615405441006
2480,0.7746483127168897
28017,0.7745866816931325
13839,0.7744598705282268
13804,0.7744598705282268
13878,0.7744598705282268
4187,0.7744017367747474
3218,0.7744017367747474
1237,0.7739242425192555
497,0.7737131743591661
13881,0.7736077250915534
13857,0.773345906110954
13816,0.773345906110954
13899,0.773345906110954
6103,0.7732940327114917
6508,0.7732940327114917
16840,0.7732757822926684
5532,0.7732293147388313
1368,0.7727398981498189
4723,0.7726933690683249
4170,0.772598055567681
13921,0.7725205127888314
15599,0.7722685110687184
20438,0.7721895905364642
20849,0.7721895905364642
2287,0.7708821277023538
7495,0.7708468297354281
9286,0.7707717591159051
9956,0.7707717591159051
14896,0.7704212070698324
9913,0.7703034002613558
7030,0.7702887620786635
7478,0.7702887620786635
19043,0.7702771186100563
19131,0.7702771186100563
4180,0.7696510202747241
2408,0.7695884659393892
6109,0.7690933588868052
19725,0.768794778820755
19994,0.768794778820755
4982,0.7686047457995534
3236,0.7685544323405107
4173,0.768378414054883
1856,0.7682245764518625
14006,0.7678332886397241
14126,0.7678332886397241
14242,0.7678332886397241
1388,0.7676396823761673
19110,0.7676058961948533
19007,0.7676058961948533
18476,0.7675044941482494
17458,0.7675044941482494
1162,0.7673167497854964
21465,0.767236600054612
21891,0.767236600054612
5186,0.7671431552051129
6720,0.7666782673478508
10636,0.7666711219438936
8619,0.7665543762512534
13263,0.7665457445595405
429,0.7660027097151818
2634,0.7655908889148387
3773,0.7652361601418798
1749,0.7647229703772219
502,0.7645477317152551
12384,0.7644727454534388
15549,0.7640977476172095
16839,0.7636552522435569
3094,0.7631572335197389
4107,0.7631572335197389
3615,0.7630713960528414
4625,0.7630713960528414
612,0.762697364079747
13790,0.7625551945023655
8884,0.7625471752533322
11174,0.762474835244757
22812,0.7624144970312581
22271,0.7624144970312581
13923,0.7614625379334437
28058,0.761408660570424
28122,0.761408660570424
8046,0.7613297003119783
8620,0.7613297003119783
16111,0.7611681671979366
2436,0.7607598922429948
3702,0.7604036929177365
28166,0.7599419440089954
2699,0.7593363012317301
682,0.7583013724293401
13181,0.7582177815780979
7703,0.7579028883710193
7195,0.7579028883710193
1367,0.757804914540501
5515,0.7577889494791518
5475,0.7577705425055818
1881,0.757677306609359
2146,0.7575879536356696
9677,0.7575690899373289
2265,0.7573341481188223
7435,0.7571647530409047
6929,0.7571647530409047
21379,0.7568130067473284
21886,0.7568130067473284
5780,0.7567892010265882
19350,0.7566620304149612
19546,0.7566620304149612
5783,0.7566428080094538
12840,0.7564505284891512
11496,0.7562387181990475
21671,0.75570780671061
21189,0.75570780671061
1689,0.7556557145168725
15078,0.7553603119999539
9200,0.7551969714307669
2657,0.7551127869622734
418,0.7550411848036453
11933,0.7549985848878813
1366,0.7545754595396994
21220,0.7544273905351225
21669,0.7544273905351225
4094,0.7542624985621966
3082,0.7542624985621966
6543,0.7540505527817583
11432,0.7534754518288089
10624,0.7534754518288089
10779,0.7532866887714409
15207,0.7532724389002678
2770,0.7532236422110227
5803,0.7527167059948517
17464,0.7523650981546206
18382,0.7523650981546206
6937,0.7521646864699469
7490,0.7520697380109852
6160,0.7520469105796649
11041,0.7520185888187628
18287,0.7516541136479875
17273,0.7516541136479875
5779,0.7512885220032759
5474,0.7512885220032759
13827,0.7511875050409371
13805,0.7511875050409371
13867,0.7511875050409371
13256,0.7511795267385338
12379,0.7511795267385338
8947,0.7511189143204778
20975,0.7509868497125163
20543,0.7509868497125163
6104,0.7507316213458952
6509,0.7507316213458952
7492,0.7507289490385691
14878,0.7505911901980249
23638,0.750471397045105
24355,0.750471397045105
10774,0.7502384946037262
16048,0.7501501026837272
16548,0.7501501026837272
926,0.750062455600079
16066,0.7499431380148769
16556,0.7499431380148769
4191,0.7494267749184308
13908,0.7488685740405935
2697,0.7486453428863691
6976,0.7483237658203487
10344,0.7480809299767985
8885,0.7479824674920896
5376,0.7477194982572376
7434,0.7476298750039123
6928,0.7476298750039123
13817,0.7476082119916775
13846,0.7476082119916775
13889,0.7476082119916775
5500,0.7475333936855828
13255,0.7474092751885448
12378,0.7474092751885448
11442,0.7473418033483031
10627,0.7469695060859185
11435,0.7469695060859185
