dim,f,p
3703,243.1573019177989,1.5928007759149524e-97
7756,242.9375693588472,1.916656913663157e-97
28115,242.8557938608869,2.053347960823263e-97
5802,242.56026471888538,2.6338880399508553e-97
16849,241.24024421127285,8.013993910025553e-97
5672,241.2351250319141,8.048666186737829e-97
16622,241.16241902795284,8.55762553479493e-97
21466,241.12796688929282,8.809924518063489e-97
21731,241.12796688929282,8.809924518063489e-97
15126,241.016240651473,9.680471291714186e-97
5263,240.81606280501046,1.1461125561067772e-96
5072,240.81606280501046,1.1461125561067772e-96
21885,240.7726300191603,1.18888316982468e-96
21378,240.7726300191603,1.18888316982468e-96
5969,240.6855558874433,1.279501373038359e-96
2190,240.38723013735853,1.645708174048023e-96
5152,240.22977948442562,1.8795513707525295e-96
18809,239.5462080493803,3.3468248408320634e-96
23745,239.5462080493803,3.3468248408320634e-96
17797,239.5462080493803,3.3468248408320634e-96
24454,239.5462080493803,3.3468248408320634e-96
5933,239.36724743158248,3.892722959040694e-96
18481,238.58765491381791,7.519695550504268e-96
17955,238.58765491381791,7.519695550504268e-96
5630,238.44738205012854,8.46576756035601e-96
738,238.20594497197473,1.038151059181764e-95
5353,238.18277444509357,1.0586772980568296e-95
16955,238.1178445824857,1.1183868326959801e-95
12377,237.77125653934593,1.4990031413047068e-95
435,237.48593747202855,1.9078605296924747e-95
1377,237.3968187429639,2.0571557519934458e-95
27814,237.22144809653798,2.3859495221587177e-95
26909,237.22144809653798,2.3859495221587177e-95
26036,237.22144809653798,2.3859495221587177e-95
25225,237.22144809653798,2.3859495221587177e-95
13253,237.02443596870552,2.8184517325746408e-95
1548,236.254944485395,5.4035877823596794e-95
2512,235.7897507135237,8.010123877543759e-95
1264,235.3770395996517,1.135932343463396e-94
2047,235.31698189069527,1.1951796028084759e-94
15083,234.64450763716957,2.1121895153926102e-94
2644,234.47180773968242,2.44489426983832e-94
5042,234.30466626437158,2.8167574217054214e-94
5246,234.30466626437158,2.8167574217054214e-94
20501,233.9344763136255,3.854444616143894e-94
20907,233.9344763136255,3.854444616143894e-94
17466,233.89209861417058,3.9953689877009305e-94
18389,233.89209861417058,3.9953689877009305e-94
2772,233.8648714271926,4.0886203433292394e-94
20350,233.48188730001715,5.656370341877225e-94
20733,233.48188730001715,5.656370341877225e-94
979,233.35986970619294,6.272707066134774e-94
613,233.00602970882528,8.467027603752377e-94
424,232.92041224772416,9.104538390798921e-94
20122,232.85774156788253,9.601438428068433e-94
19819,232.85774156788253,9.601438428068433e-94
1316,232.80785076253628,1.0016342799538393e-93
16846,232.61386973340709,1.1807302035104164e-93
24452,232.4163000272891,1.3961212856801186e-93
23743,232.4163000272891,1.3961212856801186e-93
883,232.33155678381044,1.5001690555591186e-93
2523,232.17540368242672,1.7126443627105706e-93
1819,232.04410300641246,1.91444571055517e-93
500,231.8847358559392,2.191619672037591e-93
2498,231.6271719235718,2.7269859253329113e-93
12839,231.46022302351986,3.1420681430275443e-93
28159,231.40543723327664,3.291619112073958e-93
11148,231.40499297523124,3.292860490479938e-93
5511,231.40060036687635,3.3051598855680354e-93
9953,231.13083086292804,4.1556603808734135e-93
16193,231.05675688921747,4.425370908407333e-93
15842,231.05675688921747,4.425370908407333e-93
1376,230.89940775934437,5.057846201776851e-93
1532,230.6399949392,6.3041470230134365e-93
5782,230.08882613087738,1.0067658231523776e-92
6510,230.02444545926568,1.0633603602521208e-92
11934,229.9032990083891,1.1786308857687031e-92
11493,229.7854533516014,1.3027489439548998e-92
6105,229.45074615394924,1.731330219625557e-92
4969,229.32537639544105,1.92598497446775e-92
9282,229.26439546979418,2.0284384962257587e-92
3220,229.25316040011162,2.0479010575450707e-92
14679,229.24709143876493,2.0584919742618506e-92
1706,229.1812718630089,2.1769348268769392e-92
1236,229.15922040551442,2.2181229030611045e-92
14130,228.63768929288713,3.455734075284128e-92
14010,228.63768929288713,3.455734075284128e-92
14246,228.63768929288713,3.455734075284128e-92
10732,228.3644324084503,4.3596924492782165e-92
13732,228.3626223552545,4.366408643240988e-92
881,228.25769320249248,4.773976085365746e-92
1161,228.16493097312156,5.1658814212854234e-92
9288,228.0095146497626,5.8959833389408715e-92
27812,228.00613926174896,5.912936336398152e-92
26907,228.00613926174896,5.912936336398152e-92
2421,227.7573910254471,7.306422977191821e-92
9959,227.54368313616857,8.763397327027703e-92
6995,227.443896612346,9.540005772849417e-92
24928,227.33690610032906,1.044935988293357e-91
25690,227.33690610032906,1.044935988293357e-91
6156,227.24878988004437,1.1263084605985887e-91
14683,227.22180827435125,1.152471236041426e-91
1709,227.18084836382172,1.1933552320757664e-91
3222,227.0943777242393,1.2844950891783751e-91
4193,227.0943777242393,1.2844950891783751e-91
1919,226.92554180387776,1.483015169341053e-91
7440,226.92375562782988,1.485271752043729e-91
4868,226.86727755118116,1.558423881115511e-91
22158,226.86306715227354,1.5640195949539616e-91
22762,226.86306715227354,1.5640195949539616e-91
16212,226.701593517152,1.79449662517431e-91
11498,226.65164950116375,1.872446243805745e-91
6513,226.59953947812406,1.9573910254467934e-91
10737,226.51273926207307,2.1075328668525632e-91
4189,225.81651832940287,3.8131797386749536e-91
16836,225.72354096942973,4.1274891465255787e-91
9285,225.64819715217442,4.4011107046534207e-91
13624,225.63616887171767,4.4464431802950504e-91
12720,225.63616887171767,4.4464431802950504e-91
11847,225.63616887171767,4.4464431802950504e-91
11036,225.63616887171767,4.4464431802950504e-91
6158,225.61562368119354,4.5249577886198585e-91
4621,225.46410829433614,5.148478073221105e-91
9556,225.46410829433614,5.148478073221105e-91
3611,225.46410829433614,5.148478073221105e-91
10265,225.46410829433614,5.148478073221105e-91
1100,225.27853805111712,6.030480434184211e-91
1960,225.2254488746657,6.309571925571083e-91
14493,225.0490262674466,7.333271288514887e-91
1813,224.9151311079199,8.219782363064259e-91
724,224.85445142566033,8.656112952834735e-91
1175,224.76068074067118,9.376418918065347e-91
1044,224.7577764060256,9.39966177543241e-91
7966,224.63647502170525,1.0423690025935275e-90
8570,224.63647502170525,1.0423690025935275e-90
15422,224.44754546629252,1.2245478700221919e-90
16651,224.31457691169717,1.3715598632664952e-90
16088,224.31457691169717,1.3715598632664952e-90
141,224.08899604259318,1.662487779613326e-90
241,224.08899604259318,1.662487779613326e-90
39,224.08899604259318,1.662487779613326e-90
16032,224.04080666730468,1.7322356114430406e-90
5264,224.02890301015853,1.7499109786193185e-90
5073,224.02890301015853,1.7499109786193185e-90
6539,223.98044178208997,1.8237523158894215e-90
27057,223.61255378346166,2.496026293030416e-90
27536,223.61255378346166,2.496026293030416e-90
2507,223.47730737849113,2.8012970871377184e-90
7436,223.339711034145,3.150245697295319e-90
6930,223.339711034145,3.150245697295319e-90
15770,223.31571964831755,3.215397878030571e-90
8622,223.2856030515381,3.2990962250747925e-90
8047,223.2856030515381,3.2990962250747925e-90
11438,223.12240917449265,3.7920437033353463e-90
10630,223.12240917449265,3.7920437033353463e-90
13914,223.1101345146894,3.8319734146716353e-90
286,222.9742986518231,4.302962180954797e-90
87,222.9742986518231,4.302962180954797e-90
189,222.9742986518231,4.302962180954797e-90
7696,222.7348430765299,5.2787153141564755e-90
9955,222.65590031988486,5.646685238185417e-90
2651,222.48279535683136,6.545934676955889e-90
28158,222.4573986618461,6.689413178542088e-90
739,222.44394212562258,6.766707074367262e-90
1738,222.3851945376045,7.114756897520351e-90
7189,222.3423687301403,7.379717492414879e-90
12800,222.20193638343898,8.319835419558832e-90
2375,221.95140835032004,1.0304508034093588e-89
11518,221.8501967262969,1.1234859197082e-89
16701,221.77957292223826,1.1933399152305187e-89
13916,221.75673771744698,1.2168434393948789e-89
16147,221.72348480627522,1.2519005652006333e-89
10747,221.64863956039255,1.3345491827049997e-89
15623,221.57448036132652,1.4218251197741127e-89
10346,221.39219020757594,1.6614142714882577e-89
760,221.329089862311,1.7534394930407333e-89
14492,221.1917461139884,1.971761471814744e-89
6538,221.17616771853594,1.9981830912869447e-89
6157,221.17616771853594,1.9981830912869447e-89
9655,221.07818000228198,2.1726930515462215e-89
2197,221.03273818533046,2.2587208563293878e-89
6997,220.88736663413925,2.557500115923787e-89
2427,220.85697328645256,2.6248015945241442e-89
14726,220.75261719127826,2.8696642691717877e-89
8270,220.71361529573156,2.9669374457693655e-89
8877,220.71361529573156,2.9669374457693655e-89
2639,220.55047389070955,3.410905245931441e-89
24462,220.45808255639173,3.691220605211438e-89
27056,220.45808255639173,3.691220605211438e-89
27824,220.45808255639173,3.691220605211438e-89
23862,220.45808255639173,3.691220605211438e-89
15820,220.44920407772665,3.7193431850908775e-89
3741,220.43683694411763,3.75887379776281e-89
1170,220.42915489168192,3.783640328786729e-89
4098,220.42573365793342,3.794722702032427e-89
3086,220.42573365793342,3.794722702032427e-89
4732,220.2549226115495,4.391375851577652e-89
1095,220.2343986222411,4.469114247453186e-89
15509,220.21560532869276,4.54150464987988e-89
13258,220.2049731437536,4.582977586164877e-89
12381,220.2049731437536,4.582977586164877e-89
13724,220.19771494000992,4.6115071240551975e-89
19057,220.16661258197405,4.735786387125589e-89
19158,220.16661258197405,4.735786387125589e-89
1972,220.05511276612506,5.2095140305591524e-89
9295,220.04347038322382,5.261635387443769e-89
13252,220.04141838998467,5.270875829913117e-89
7481,219.84970254257425,6.2098858180566916e-89
6999,219.84970254257425,6.2098858180566916e-89
16725,219.7665652679268,6.66749251496613e-89
266,219.71483172815445,6.969125872325838e-89
166,219.71483172815445,6.969125872325838e-89
64,219.71483172815445,6.969125872325838e-89
9976,219.56208900779248,7.941755070803607e-89
426,219.47442167628316,8.560205422085831e-89
9194,219.46886765136767,8.600971824088948e-89
9905,219.46886765136767,8.600971824088948e-89
8044,219.4360672924885,8.845718580469624e-89
8618,219.4360672924885,8.845718580469624e-89
7475,219.3337513365533,9.654860423106567e-89
6996,219.3337513365533,9.654860423106567e-89
6138,219.24627366828136,1.0405144743946589e-88
24231,219.16566995295133,1.114802436349911e-88
23863,219.16566995295133,1.114802436349911e-88
12375,218.61137954384347,1.7914212772890976e-88
4930,218.6073588796898,1.7975967196612113e-88
1817,218.54926495913256,1.8892396656155222e-88
16969,218.4432758421566,2.0686531201454846e-88
4832,218.3283758607718,2.2824640364985298e-88
2649,218.27824061758116,2.382559170469043e-88
6551,218.18438776210124,2.5818966126618383e-88
23478,217.96447989834726,3.116811935816595e-88
24151,217.96447989834726,3.116811935816595e-88
7476,217.866866093157,3.3885324818899813e-88
17796,217.84021265169278,3.466762253109813e-88
18808,217.84021265169278,3.466762253109813e-88
27055,217.8310038512519,3.494208771499627e-88
27530,217.8310038512519,3.494208771499627e-88
1609,217.70444897339877,3.8941908403728346e-88
14685,217.66375262983593,4.0323096871220915e-88
284,217.55645534997512,4.4204258465973116e-88
187,217.55645534997512,4.4204258465973116e-88
85,217.55645534997512,4.4204258465973116e-88
10735,217.44873502218925,4.847686632817393e-88
11495,217.44873502218925,4.847686632817393e-88
25692,217.4376868115757,4.893780388336729e-88
24930,217.4376868115757,4.893780388336729e-88
14218,217.33248549885013,5.355264188720342e-88
13980,217.33248549885013,5.355264188720342e-88
14100,217.33248549885013,5.355264188720342e-88
3234,217.14493403206419,6.288680382016505e-88
7967,217.1034449018267,6.516235051546755e-88
8571,217.1034449018267,6.516235051546755e-88
8624,217.02439458995536,6.972858364549729e-88
4175,217.02026415296478,6.997578745639082e-88
4819,216.94434420635844,7.467902332347293e-88
4922,216.94434420635844,7.467902332347293e-88
28114,216.8775017309737,7.908111550948447e-88
7239,216.87648039125992,7.915035507365557e-88
13169,216.8410452444127,8.159054574533772e-88
12259,216.8410452444127,8.159054574533772e-88
425,216.83023719392372,8.23497051492008e-88
1394,216.81872062323885,8.316641211939339e-88
1270,216.8058139932966,8.409133279436729e-88
2002,216.72975947645435,8.975448366487282e-88
16077,216.63563682875798,9.729429687225325e-88
3215,216.6149380738906,9.903563358789273e-88
4184,216.6149380738906,9.903563358789273e-88
9626,216.58192335694892,1.0187786099017463e-87
26035,216.41753547362262,1.1729250167923839e-87
25224,216.41753547362262,1.1729250167923839e-87
16478,216.266905306421,1.3345825688556904e-87
5473,216.24211955076987,1.3632421113179786e-87
5778,216.24211955076987,1.3632421113179786e-87
11434,216.2079367732027,1.4037805621919049e-87
10626,216.2079367732027,1.4037805621919049e-87
1680,216.10982832816248,1.5269560800760796e-87
7753,216.0950135152367,1.5464737037900699e-87
8048,216.034208978959,1.6292301423794402e-87
10738,216.01222922760502,1.6602235784167653e-87
11499,216.01222922760502,1.6602235784167653e-87
1573,215.9911454577654,1.6905079291235142e-87
1622,215.80963005994846,1.975194157819255e-87
611,215.79732704086095,1.9961421971034086e-87
5271,215.75609761666553,2.0679770477267025e-87
15060,215.74340807877797,2.090602694460059e-87
1290,215.69560859741523,2.1780767057968746e-87
8326,215.66697871979315,2.2322143066362323e-87
16841,215.64959295858208,2.2657449482095545e-87
8054,215.2671922626534,3.145217652049965e-87
16820,215.26598069037928,3.148488111479627e-87
15127,215.19827914245639,3.3367513408605745e-87
10340,215.1324985139202,3.5304582793103383e-87
1690,215.1251638392528,3.552742710571293e-87
5074,215.0872647854909,3.670151448269347e-87
5265,215.0872647854909,3.670151448269347e-87
2285,215.08622063018942,3.6734405571651025e-87
2555,214.96227088156638,4.085602008216212e-87
18289,214.81360288440234,4.641453267320367e-87
17275,214.81360288440234,4.641453267320367e-87
16550,214.79184054423547,4.728938930621539e-87
1475,214.78582966383183,4.753392507083259e-87
15124,214.64562722357303,5.3610892736483e-87
8639,214.50583880426922,6.044396253052153e-87
19454,214.45350146501002,6.322088503896261e-87
19263,214.45350146501002,6.322088503896261e-87
2402,214.4439938233035,6.3738878460287275e-87
19970,214.29200449960882,7.26205320221079e-87
19665,214.29200449960882,7.26205320221079e-87
12376,214.2858307315079,7.300638742236084e-87
5660,214.16309424403556,8.111777387597987e-87
2406,213.9542334204253,9.704790758560721e-87
10734,213.95315988556763,9.713739507967563e-87
9903,213.92368801200143,9.96266221309006e-87
9192,213.92368801200143,9.96266221309006e-87
19478,213.79017312367324,1.1172767638848414e-86
19276,213.79017312367324,1.1172767638848414e-86
1595,213.72976721444095,1.1767562550741183e-86
1272,213.70832460782742,1.1986235785352267e-86
17954,213.70574816246057,1.2012782754530327e-86
18819,213.70574816246057,1.2012782754530327e-86
2672,213.6684267674663,1.2403997786296775e-86
15854,213.51345170730514,1.4169656700948099e-86
1777,213.4203971580401,1.5348526512120017e-86
2257,213.4203971580401,1.5348526512120017e-86
20293,213.36221962112882,1.613491765252421e-86
20698,213.36221962112882,1.613491765252421e-86
11111,213.16189318841197,1.9164361813693807e-86
13170,213.11896451680792,1.9884253803706544e-86
12260,213.11896451680792,1.9884253803706544e-86
19437,213.1169644028227,1.9918446794806617e-86
19233,213.1169644028227,1.9918446794806617e-86
26044,212.98407098502315,2.2327265278143874e-86
25358,212.98407098502315,2.2327265278143874e-86
16697,212.9541575944583,2.2908479411594327e-86
1831,212.92360099185893,2.351782775556564e-86
1672,212.88686761363755,2.427186024510222e-86
23385,212.8226722981125,2.5648161700024865e-86
24096,212.8226722981125,2.5648161700024865e-86
4096,212.63915228128545,3.0028844995029085e-86
3084,212.63915228128545,3.0028844995029085e-86
26453,212.63191664459708,3.0216130741837857e-86
27363,212.63191664459708,3.0216130741837857e-86
9284,212.45253725102842,3.5252058193778085e-86
419,212.43407412553765,3.581586919977828e-86
16603,212.40905262332532,3.659438377688664e-86
2147,212.23036201208905,4.2669035845710315e-86
8943,212.19197107241874,4.410052229685697e-86
1355,212.11248730862093,4.7218836351631554e-86
11929,212.07489892887318,4.876943095568547e-86
20121,212.0336946876808,5.05277968904659e-86
19818,212.0336946876808,5.05277968904659e-86
13176,211.78817872553063,6.2401770324796606e-86
28153,211.73048497907013,6.557522307395828e-86
14412,211.70238257319258,6.71789982201206e-86
2671,211.6844977611674,6.822004633063583e-86
12837,211.66203038498273,6.955074952421495e-86
13729,211.66203038498273,6.955074952421495e-86
5064,211.573383056341,7.505953399142012e-86
5966,211.49762552974613,8.011206839257421e-86
3617,211.26478885599948,9.787257548789014e-86
4627,211.26478885599948,9.787257548789014e-86
13173,211.1858352556481,1.0474969040807819e-85
12263,211.1858352556481,1.0474969040807819e-85
14905,211.13091804117826,1.0981635355691155e-85
1939,211.07823523911142,1.1490722287161367e-85
21884,211.0767984654061,1.1504932174328446e-85
21377,211.0767984654061,1.1504932174328446e-85
1192,211.04597122588225,1.1814090332907434e-85
2079,210.83128199535338,1.421048535055906e-85
12391,210.82388049888812,1.4301261203949254e-85
21121,210.80201614728784,1.457282047761805e-85
21627,210.80201614728784,1.457282047761805e-85
15092,210.7005673335342,1.5901933754724392e-85
23068,210.6599901235908,1.6466917821014075e-85
22461,210.6599901235908,1.6466917821014075e-85
16197,210.63422820628162,1.6835999993428082e-85
